#,Title,Authors,Barcode,Call No,ISBN,Status,Patron Status,Hold Status
5816,"Little gods","Richards, Anna",33124054846539,F RIC,9780330464413,In,0,No Hold
5817,"Little Gold Star : a Cinderella cuento = Estrellita de oro","Hayes, Joe",33124027479954,398.2 HAY SPANISH,9780605331815,In,0,No Hold
5818,"The little immigrants : the orphans who came to Canada","Bagnell, Kenneth",33124020343587,971 .05 BAG,771595719,In,0,No Hold
5819,"Little & Lion","Colbert, Brandy",33124097605298,F COL,9780316349000,In,0,No Hold
5820,"The Little Mermaid","Teitelbaum, Michael",33124106913899,E TEI,736421777,Lost/Missing,0,No Hold
5821,"A little piece of ground","Laird, Elizabeth",33124049736746,F LAI,9781509887637,In,0,No Hold
5822,"The little red hen and the grains of wheat","Barkow, Henriette",33124058452631,F BAR CHINESE,1844442012,In,0,No Hold
5823,"Little Red Riding Hood","Grimm, Jacob",33124092796720,398.2 GRI,006202051,In,0,No Hold
5824,"Little Red Riding Hood","McIlvain, Audrey",33124023743320,398.2 MCI,582468647,In,0,No Hold
5825,"Little Red Riding Hood","Nero, Lori B",1166103,E NER,1560690070,In,0,No Hold
5826,"A little something different : [fourteen viewpoints, one love story]","Hall, Sandy",33124096017016,F HAL,9781250061454,Lost/Missing,0,No Hold
5827,"Little Vampire","Sfar, Joann",33124046425236,F SFA,9780605193314,In,0,No Hold
5828,"Little white lies : a novel of love and good intentions","Townley, Gemma",33124046421524,F TOW,0345486862,In,0,No Hold
5829,"Little Wolf, terror of the shivery sea","Whybrow, Ian",33124058114488,F WHY,7157185,In,0,No Hold
5830,"Little women","Albers, M",33124023742025,F ALB,058241668,In,0,No Hold
5831,"The littlest sled dog","Kusugak, Michael",33124110652111,E KUS,1554691745,In,0,No Hold
5832,"Live Each day to the Dumbest","Benton, Jim",33124102654349,F BEN,9781480677128,In,0,No Hold
5833,"Live free, die Hardy!","Lobdell, Scott",33124046424981,F LOB,9780605233454,In,0,No Hold
5834,"Live free, die Hardy!","Lobdell, Scott",33124070320543,F LOB,9780605233454,In,0,No Hold
5835,"Live it : courage","Hyde, Natalie",33124093789187,179.6 HYD,9780778748854,In,0,No Hold
5836,"Live it: initiative","Walker, Robert",33124092307262,179.9 WAL,9780778748885,In,0,No Hold
5837,"Live it : integrity","Walker, Robert",33124092307288,179.9 WAL,9780778748861,In,0,No Hold
5838,"Live it : perseverance","Burns, Kylie",33124092307254,179.9 BUR,9780778748847,In,0,No Hold
5839,"Live it : responsibility","Aloian, Molly",33124092307270,179.9 ALO,9780778748809,In,0,No Hold
5840,"Live to tell","Harrington, Lisa",33124074239137,F HAR,9781770862173,In,0,No Hold
5841,"Lives of girls and women","Munro, Alice",1789445,F MUN SS,70929327,In,0,No Hold
5842,"The lives we lost : a way we fall novel","Crewe, Megan",33124102003265,F CRE,9781423146179,In,0,No Hold
5843,"Living by a river","Baldwin, Carol",33124038889415,577.64 BAL,1403408424,In,0,No Hold
5844,"Living in ancient Greece","Author, Unknown",33124034592013,938 LIV,737714557,In,0,No Hold
5845,"Living in Elizabethan England","Author, Unknown",33124020340864,942.055 LIV,737720883,In,0,No Hold
5846,"Living in the Middle Ages","Bancroft-Hunt, Norman",33124070321665,940.1 BAN,9780816063413,In,0,No Hold
5847,"A living lens : photographs of Jewish life from the pages of the Forward","Author, Unknown",33124085416476,305.8924 LIV,9780393062694,In,0,No Hold
5848,"Living the 7 habits : the courage to change","Covey, Stephen R",2370241,158 .1 COV,743209060,In,0,No Hold
5849,"Living with the dead","Armstrong, Kelley",33124054036370,F ARM,9780307358042,In,0,No Hold
5850,"Lizard radio","Schmatz, Pat",33124102655601,F SCH,9780763676353,In,0,No Hold
5851,"Lizards in the sky : animals where you least expect them","Eamer, Claire",33124085740818,591.4 EAM,9781554512645,In,0,No Hold
5852,"Lizzie's soccer showdown","Danakas, John",33124046423124,F DAN,1550284657,Lost/Missing,0,No Hold
5853,"Lobsters and other crustaceans.","Author, Unknown",33124039009286,595.384 LOB,716612704,In,0,No Hold
5854,"Loch Ness monster","Karst, Ken",33124092800340,001.944 KAR,9781608184033,In,0,No Hold
5855,"Loch Ness monster","Murray, Laura K.",33124106114332,001.944 MUR,9781608187645,In,0,No Hold
5856,"Lockjaw","Cerilli, Matteo L.",33124127897501,F CER,9781774882306,Out,0,No Hold
5857,"Logicomix : an epic search for truth","Doxiadåes, Apostolos K.",33124058116764,192 RUS DOX,9781596914520,In,0,No Hold
5858,"Lois Lane : fallout","Bond, Gwenda",33124102654810,F BON,9781630790059,In,0,No Hold
5859,"Lois Lowry","Erlic, Lily",33124040856816,813 LOW ERL,9781590362921,In,0,No Hold
5860,"Loki's wolves","Armstrong, Kelley",33124090482349,F ARM,9780605608382,In,0,No Hold
5861,"Lola and the boy next door","Perkins, Stephanie",33124101582582,F PER,9780605731707,In,0,No Hold
5862,"Lolita","Nabokov, Vladimir Vladimirovich",33124059826650,F NAB,9780965072182,Lost/Missing,0,No Hold
5863,"Lon Po Po : a Red-Riding Hood story from China","Young, Ed",678603,398 .2 YOU,399216197,In,0,No Hold
5864,"Lone hawk : the story of air ace Billy Bishop : a graphic novel","Lang, John",33124082004416,940.449 BIS LAN,9780143174660,In,0,No Hold
5865,"Lone wolf","Van Belkom, Edo",33124070324875,F VAN,9780887767418,In,0,No Hold
5866,"The long haul","Kinney, Jeff",33124096017156,F KIN,9781419711893,Lost/Missing,0,No Hold
5867,"The long haul","Kinney, Jeff",33124110969861,F KIN,9781419711893,Lost/Missing,0,No Hold
5868,"The long road","Smith, Rod",33124023744005,362.19699 FOX SMI,582504945,In,0,No Hold
5869,"A long time coming : the inspiring, combative 2008 campaign and the historic election of Barack Obama","Thomas, Evan",33124054034912,324.973 THO,9781586486075,In,0,No Hold
5870,"The long tunnel","Milne, John",719873,F MIL,435271741,In,0,No Hold
5871,"The long walk home : Paul Franklin's journey from Afghanistan : a soldier's story","Faulder, Liane",33124054038111,958.1047 FRA FAU,9781897142257,In,0,No Hold
5872,"The long walk to freedom : runaway slave narratives","Author, Unknown",33124093793221,306.362 LON,9780807069127,In,0,No Hold
5873,"Long walk to freedom : the autobiography of Nelson Mandela.","Mandela, Nelson",33124027478907,968.06 MAN,9780605333109,In,0,No Hold
5874,"Long walk to freedom : the autobiography of Nelson Mandela.","Mandela, Nelson",33124090479162,968.06 MAN,9780605333109,In,0,No Hold
5875,"A long walk to water : based on a true story","Park, Linda Sue",33124092798791,F PAR,547577311,In,0,No Hold
5876,"A long way gone : memoirs of a boy soldier","Beah, Ishmael",33124070325070,966.404 BEA,1553652991,In,0,No Hold
5877,"Longbourn","Baker, Jo",33124096016208,F BAK,9780345813619,In,0,No Hold
5878,"Longbow girl","Davies, Linda",33124101582004,F DAV,9780545853453,In,0,No Hold
5879,"The longest ride","Sparks, Nicholas",33124102654323,F SPA,145558472,In,0,No Hold
5880,"The longest shot : how Larry Kwong changed the face of hockey","Soon, Chad",33124127650397,796.962 KWO SOO,9781459835030,Out,0,No Hold
5881,"Longhouse","Beres, Cynthia Breslin",1890273,970.3 BER,1559162473,In,0,No Hold
5882,"Look at the birdie : unpublished short fiction","Vonnegut, Kurt",33124054846265,F VON,9780385343725,In,0,No Hold
5883,"Look into my eyes","Child, Lauren",33124102025532,F CHI,9780605597068,In,0,No Hold
5884,"Look on the bright side","Williams, Lily",33124127891553,F WIL,9781250834102,In,0,No Hold
5885,"Looking at labels : the inside story","Burstein, John",33124070322101,613.2 BUR,9780778739173,In,0,No Hold
5886,"Looking for Alaska","Green, John",33124090478313,F GRE,9780525475064,Lost/Missing,0,No Hold
5887,"Looking for Alaska","Green, John",33124103243225,F GRE,9780525475064,Lost/Missing,0,No Hold
5888,"Looking for Alaska","Green, John",33124074241778,F GRE,9780525475064,Lost/Missing,0,No Hold
5889,"Looking for Alaska","Green, John",33124074241786,F GRE,9780525475064,In,0,No Hold
5890,"Looks like daylight : voices of indigenous kids","Ellis, Deborah",33124090477869,305.23089 ELL,9781554981205,In,0,No Hold
5891,"The Lorax","Seuss,",33124074240408,E SEU,9780394923376,In,0,No Hold
5892,"Lord Loss","Shan, Darren",33124049732497,F SHA,0007193203,In,0,No Hold
5893,"Lord of light","Zelazny, Roger",33124034032457,F ZEL,0060567236,In,0,No Hold
5894,"The lord of Opium","Farmer, Nancy",33124102003182,F FAR,9781665918268,In,0,No Hold
5895,"Lord of shadows","Clare, Cassandra",33124109647320,F CLA,9781442468405,In,0,No Hold
5896,"The lord of the films : the unofficial guide to Tolkien's middle-earth on the big screen","Braun, J. W",33124074243147,791.43 BRA,9781550228908,In,0,No Hold
5897,"Lord of the flies","Golding, William",33124092798718,F GOL,571084834,Lost/Missing,0,No Hold
5898,"The Lord of the rings : Gollum : how we made movie magic","Serkis, Andy",33124020335922,791.4372 SER,7170572,In,0,No Hold
5899,"The lord of the rings : the Fellowship of the ring visual companion","Fisher, Jude",1890047,791 .43 FIS,7116241,In,0,No Hold
5900,"Lord of the shadows","Shan, Darren",33124046427406,F SHA,1554680670,In,0,No Hold
5901,"The lords of night : a shadow bruja novel","Cervantes, Jennifer",33124126614360,F CER,9781368066662,In,0,No Hold
5902,"Lords & proprietors : a reader's guide to the Hudson's Bay Company charter","Author, Unknown",33124093793015,971.201 LOR,1895892392,In,0,No Hold
5903,"Lorna Doone","Blackmore, Douglas Kelso",719908,F BLA,582018145,In,0,No Hold
5904,"Lorna Doone","Blackmore, Douglas Kelso",1788649,F BLA,582018145,In,0,No Hold
5905,"Lorna Doone","Blackmore, Douglas Kelso",1788650,F BLA,582018145,In,0,No Hold
5906,"Loser","Spinelli, Jerry",33124035796712,F SPI,9780439460798,In,0,No Hold
5907,"Loser","Spinelli, Jerry",33124035796613,F SPI,9780439460798,In,0,No Hold
5908,"The Losers' Club","Lekich, John",33124049727893,F LEK,9780605333468,In,0,No Hold
5909,"Losing forever","Friesen, Gayle",33124119800562,F FRI,9780605333499,In,0,No Hold
5910,"Lost and found","Clements, Andrew",33124070117766,F CLE,9781416909866,In,0,No Hold
5911,"The lost boy","Ruth, Greg",33124106913725,F RUT,9780439823319,Lost/Missing,0,No Hold
5912,"The lost boy","Ruth, Greg",33124090480772,F RUT,9780439823319,Lost/Missing,0,No Hold
5913,"Lost cause","Wilson, John",33124082004762,F HAL,9781554699445,In,0,No Hold
5914,"The lost city of Faar","MacHale, D. J",33124038898051,F MACH,9780605333642,In,0,No Hold
5915,"The lost daughter of happiness","Yan, Geling",33124038897210,F YAN,786866543,In,0,No Hold
5916,"The lost empire of Atlantis : History's greatest mystery revealed","Menzies, Gavin",33124074241638,001.94 MEN,9780062049490,In,0,No Hold
5917,"Lost & found","Tan, Shaun",33124074240309,E TAN,9780605488953,In,0,No Hold
5918,"Lost girl found","Bassoff, Leah",33124102656054,F BAS,9781554984169,In,0,No Hold
5919,"Lost girls","Pyper, Andrew",1889780,F PYP,9780006480761,In,0,No Hold
5920,"The lost girls : three friends, four continents, one unconventional detour around the world","Baggett, Jennifer",33124074241505,910.41 BAG,9780061689079,In,0,No Hold
5921,"Lost Goat Lane","Jordan, Rosa",33124038898242,F JOR,1550419323,In,0,No Hold
5922,"Lost Goat Lane","Jordan, Rosa",33124038898093,F JOR,1550419323,In,0,No Hold
5923,"The lost heir","Sutherland, Tui",33124074242180,F SUT,9780545349192,Lost/Missing,0,No Hold
5924,"The lost heir","Sutherland, Tui",33124118824027,F SUT,9780545349192,Out,0,No Hold
5925,"The lost hero","Riordan, Rick",33124054038590,F RIO,141325496,Lost/Missing,0,No Hold
5926,"The lost hero","Riordan, Rick",33124054038939,F RIO,141325496,In,0,No Hold
5927,"The lost hero","Riordan, Rick",33124058449413,F RIO,141325496,Out,0,No Hold
5928,"The lost highway : a novel","Richards, David Adams",33124049734147,F RIC,9780385664974,In,0,No Hold
5929,"Lost in New York","Escott, John",1788692,428.64,582074835,In,0,No Hold
5930,"Lost in the backyard","Hughes, Alison",33124099804337,F HUG,1459807944,In,0,No Hold
5931,"Lost in town","Bonnici, Peter",1093327,E BON PANJABI,1852690933,In,0,No Hold
5932,"The lost island of Tamarind","Aguiar, Nadia",33124109707637,F AGU,9780312380298,In,0,No Hold
5933,"The lost memoirs of Jane Austen","James, Syrie",33124049729428,F JAM,9780061341427,In,0,No Hold
5934,"Lost tales of Ga'Hoole","Huang, Kathryn",33124074239509,F HUA,0545102448,In,0,No Hold
5935,"The lost twin","Pizante, Raymond",1788641,F PIZ,582081424,In,0,No Hold
5936,"The lost twin","Pizante, Raymond",1788646,F PIZ,582081424,In,0,No Hold
5937,"The lost wreck of the Isis","Ballard, Robert D",806691,930 .102 804 BAL,0394221680,In,0,No Hold
5938,"The lottery","Goobie, Beth",33124013733141,F GOO,1551432382,In,0,No Hold
5939,"Louis Pasteur","Yount, Lisa",1495320,509 .2 PAS YOU,1560060514,In,0,No Hold
5940,"Louis Pasteur and pasteurization","Fandel, Jennifer",33124041751222,579.092 PAS FAN,9780736868440,In,0,No Hold
5941,"Louis Pasteur, disease detective","Webb, Michael",33124110650636,509.2 PAS WEB,0773051589,In,0,No Hold
5942,"Louis Riel","Koopmans, Carol",33124059825710,971.051 RIE KOO,9781553884545,In,0,No Hold
5943,"Louis Riel","Neering, Rosemary",33124092302990,971.051 RIE NEE,1550414658,In,0,No Hold
5944,"Louis Riel","Neering, Rosemary",33124054039713,BIO 971 .051 RIE NEE,1550414658,In,0,No Hold
5945,"Louis Riel : a comic-strip biography","Brown, Chester",33124103242672,971.051 RIE BRO,1894937899,In,0,No Hold
5946,"Louis Sachar","Erlic, Lily",33124040856824,813 SAC ERL,1590362888,In,0,No Hold
5947,"Louis St. Laurent","Pickersgill, J. W.",33124054037386,BIO 971.06092 SAI PIC,155041495,In,0,No Hold
5948,"Louis St. Laurent","Pickersgill, J. W.",33124092303014,971.06092 SAI PIC,155041495,In,0,No Hold
5949,"Loula is leaving for Africa","Villeneuve, Anne",33124094556692,E VIL,1554539412,In,0,No Hold
5950,"Love actually","Dean, Michael",33124085418019,F CUR,9781405882262,In,0,No Hold
5951,"Love among the walnuts","Ferris, Jean",2083356,F FER,9780152062279,In,0,No Hold
5952,"Love as strong as ginger","Look, Lenore",1889669,E LOO,689812485,In,0,No Hold
5953,"Love at fourteen. 5  /","Mizutani, Fuka",33124109647379,F MIZ,9780316390545,In,0,No Hold
5954,"Love bites","Mercer, Sienna",33124085417904,F MER,9780545289986,Lost/Missing,0,No Hold
5955,"Love enough","Brand, Dionne",33124101582806,F BRA,9780345808899,In,0,No Hold
5956,"Love, hate & other filters","Ahmed, Samira",33124111896998,F AHM,9781616958473,In,0,No Hold
5957,"Love in the time of cholera","García Márquez, Gabriel",1870540,12 F GAR,140119906,In,0,No Hold
5958,"Love in the time of cholera","García Márquez, Gabriel",33124049737959,12 F GAR,394561619,In,0,No Hold
5959,"Love is a revolution","Watson, Renée",33124118824373,F WAT,9781547600601,In,0,No Hold
5960,"Love is the drug","Johnson, Alaya Dawn",33124102656120,F JOH,9780545417815,Lost/Missing,0,No Hold
5961,"Love marriage : a novel","Ganeshananthan, V. V",33124046427513,F GAN,9781400066698,In,0,No Hold
5962,"Love me tender","Couloumbis, Audrey",33124070320782,F COU,9780605178090,In,0,No Hold
5963,"A love of reading : reviews of contemporary fiction","Adams, Robert",1001741150,823.914 ADA,771006594,In,0,No Hold
5964,"Love & other theories","Bass, Alexis",33124101581576,F BAS,006227533,Lost/Missing,0,No Hold
5965,"Love over Scotland","McCall Smith, Alexander",33124085417466,F MCC,9780676978209,In,0,No Hold
5966,"Love poems from around the world","Author, Unknown",2567084,808.81 LOV,0781807522,In,0,No Hold
5967,"Love, Stargirl","Spinelli, Jerry",33124101981602,F SPI,9780375913754,In,0,No Hold
5968,"A love story","Millner, Denene",33124034598093,F MIL,0525948244,In,0,No Hold
5969,"Love the one you're with","Giffin, Emily",33124054846414,F GIF,9780312348663,In,0,No Hold
5970,"The Lovely Bones","Sebold, Alice",33124019473866,F SEB,9780605936775,Lost/Missing,0,No Hold
5971,"The lovely bones : a novel","Sebold, Alice",33124096021901,F SEB,9780316044400,In,0,No Hold
5972,"Loving Will Shakespeare","Meyer, Carolyn",33124046421847,F MEY,9780152062217,Lost/Missing,0,No Hold
5973,"The lowdown on denim","Kyi, Tanya Lloyd",33124085740784,391 KYI,9781554513543,In,0,No Hold
5974,"The lowdown on earthworms","Dixon, Norma",33124038899299,592.64 DIX,1550051148,In,0,No Hold
5975,"The lower you ride, the cooler you are : a Baldo collection","Cantú, Hector",33124038896618,F CAN,740718401,In,0,No Hold
5976,"The Loxleys and Confederation","Zuehlke, Mark",33124106913345,971.05 ZUE,9780992150891,In,0,No Hold
5977,"The loyal refugees","Livesey, Robert",33124120518351,971.02 LIV,077376044,In,0,No Hold
5978,"Loyalty management","Downie, Glen",33124074241034,819.1 DOW,9781894987165,In,0,No Hold
5979,"Luba and the wren","Polacco, Patricia",23124003308187,E POL,9780800093921,In,0,No Hold
5980,"Luck","Barfoot, Joan",33124038891601,F BAR,0676977006,In,0,No Hold
5981,"The luckiest leprechaun","Korman, Justine",33124100186526,E KOR,439740819,In,0,No Hold
5982,"Lucky","Sebold, Alice",33124013730139,F SEB,9780605334380,In,0,No Hold
5983,"Lucky break","Escott, John",33124023741811,F ESC,058250497,In,0,No Hold
5984,"Lucky Jonah","Scrimger, Richard",33124103945100,F SCR,9781443410717,In,0,No Hold
5985,"Lucky man","Fox, Michael J.",33124020336797,791.43092 FOX,9780786888740,In,0,No Hold
5986,"Lucy in the sky","Author, Unknown",33124096017677,F LUC,9781442451872,In,0,No Hold
5987,"Lucy Maud Montgomery","Gillen, Mollie",33124096021745,819.3 MON GIL,1550414615,In,0,No Hold
5988,"Lucy Maud Montgomery : a writer's life","MacLeod, Elizabeth",33124019474203,819.13 MON MACL,1550744879,In,0,No Hold
5989,"Lucy Maud Montgomery : the incredible life of the creator of Anne of Green Gables","Sauerwein, Stan",33124046422886,819.3 MON SAU,1551537753,In,0,No Hold
5990,"Lullabies for little criminals : a novel","O'Neill, Heather",33124049731143,12 F ONE,9780605270978,Lost/Missing,0,No Hold
5991,"Lululemon","Goldsworthy, Kaite",33124093792249,338.7687 GOL,9781770712133,In,0,No Hold
5992,"Lumberjanes. 1, Beware the kitten holy /","Stevenson, ND",33124096019772,F STE,9781608867837,In,0,No Hold
5993,"Lumberjanes. 2, Friendship to the max /","Stevenson, ND",33124102026274,F STE,9781518200649,Lost/Missing,0,No Hold
5994,"Lumberjanes, original graphic novel. 1, The infernal compass /","Sturges, Lilah",33124111902366,741.5 STU,1536451479,In,0,No Hold
5995,"Un Lun Dun","Miéville, China",33124049736985,F MIE,345495160,In,0,No Hold
5996,"Luna : a novel","Peters, Julie Anne",33124040858531,F PET,9780605013810,In,0,No Hold
5997,"Lunch lady. 1, And the cyborg substitute /","Krosoczka, Jarrett",33124092303345,F KRO,9780605242760,In,0,No Hold
5998,"Lunch lady. 2, And the league of librarians /","Krosoczka, Jarrett",33124058455345,F KRO,9780605242777,In,0,No Hold
5999,"Lunch lady. 4, And the summer camp shakedown /","Krosoczka, Jarrett J",33124054039010,F KRO,9780605433816,In,0,No Hold
